Date,Open,High,Low,Close,Adj Close,Volume
2018-05-16,429.320007,429.320007,399.217987,412.598999,412.598999,177326000
2018-05-17,413.028015,417.795990,385.220001,387.411011,387.411011,198663008
2018-05-18,387.958008,396.428009,376.920990,395.894989,395.894989,125453000
2018-05-19,395.933014,402.825989,385.716003,386.527008,386.527008,99795000
2018-05-20,386.898987,404.252991,384.945007,402.080994,402.080994,94187200
2018-05-21,402.511993,404.679993,384.656006,384.791992,384.791992,85493504
2018-05-22,384.597992,386.403015,359.015991,360.385010,360.385010,78835696
2018-05-23,360.445007,361.037994,331.367004,340.665985,340.665985,80860800
2018-05-24,340.420990,348.992004,325.954987,343.712006,343.712006,93794600
2018-05-25,344.447998,346.967987,329.972992,339.708008,339.708008,83410200
2018-05-26,339.298004,339.476013,321.570007,321.787994,321.787994,86956800
2018-05-27,321.716003,322.872009,313.183014,315.972992,315.972992,85613504
2018-05-28,315.962006,320.372986,288.023987,288.438995,288.438995,84403696
2018-05-29,288.373993,318.528015,286.140991,316.102997,316.102997,98299696
2018-05-30,316.890015,319.139008,297.973999,304.135986,304.135986,74927104
2018-05-31,303.420013,314.656006,300.903992,306.247009,306.247009,81447904
2018-06-01,304.941010,316.024994,301.657013,315.347992,315.347992,82723800
2018-06-02,315.342987,326.776001,310.950989,321.425995,321.425995,80244496
2018-06-03,322.313995,334.645996,321.381989,331.192993,331.192993,75377104
2018-06-04,330.730011,334.104004,312.328003,316.885986,316.885986,79868600
2018-06-05,317.026001,319.864990,307.912994,317.415985,317.415985,79467904
2018-06-06,317.557007,319.520996,307.709991,314.553009,314.553009,75630800
2018-06-07,314.403992,318.471008,311.962006,312.670013,312.670013,75098896
2018-06-08,312.635986,316.390991,303.585999,310.701996,310.701996,68043600
2018-06-09,310.496002,313.018005,298.997009,298.997009,298.997009,76867504
2018-06-10,299.503998,300.489014,271.588989,274.040985,274.040985,72081400
2018-06-11,273.819000,279.114990,260.747009,271.809998,271.809998,66282200
2018-06-12,270.248993,276.970001,259.552002,261.115997,261.115997,70134304
2018-06-13,261.782013,262.325012,241.768005,245.957993,245.957993,116406000
2018-06-14,245.914993,270.578003,245.641998,268.321014,268.321014,112286000
2018-06-15,268.268005,270.091003,256.446991,258.058014,258.058014,146774000
2018-06-16,257.243011,268.161011,256.027008,266.174011,266.174011,129594000
2018-06-17,266.604004,270.865997,262.925995,265.766998,265.766998,119911000
2018-06-18,264.753998,267.791992,251.955002,265.459991,265.459991,138831008
2018-06-19,265.380005,271.042999,259.505005,261.524994,261.524994,144064000
2018-06-20,262.403992,265.654999,254.473007,265.303986,265.303986,93710200
2018-06-21,265.519989,268.980988,259.615997,260.833008,260.833008,50978600
2018-06-22,260.893005,261.553009,233.423004,236.477997,236.477997,58715100
2018-06-23,236.817993,248.365005,236.389999,243.005005,243.005005,55232200
2018-06-24,242.932007,243.884003,227.576996,238.042007,238.042007,107736000
2018-06-25,237.623993,246.205994,235.684998,241.203995,241.203995,129569000
2018-06-26,241.216995,241.610992,229.007004,230.962997,230.962997,185207008
2018-06-27,231.921997,231.921997,224.615997,229.199005,229.199005,152626000
2018-06-28,229.324005,229.641998,218.070007,219.824005,219.824005,164232992
2018-06-29,219.487000,238.445007,217.360992,234.238007,234.238007,144490000
2018-06-30,234.464996,244.089005,232.003006,238.360001,238.360001,104743000
2018-07-01,239.138000,240.259003,231.645996,235.699997,235.699997,206254000
2018-07-02,235.705002,252.164001,234.727005,249.792999,249.792999,156646000
2018-07-03,248.806000,259.480988,238.100006,238.339996,238.339996,188614000
2018-07-04,238.264999,254.128006,230.388000,245.190002,245.190002,233191008
2018-07-05,245.649002,250.656998,239.270996,241.289001,241.289001,226226000
2018-07-06,242.330994,242.552002,235.899994,241.759003,241.759003,206210000
2018-07-07,241.585999,248.108002,237.033005,247.630997,247.630997,151578000
2018-07-08,246.869003,249.264008,241.804993,243.537003,243.537003,170284992
2018-07-09,243.509995,244.927002,230.910004,232.423996,232.423996,163096992
2018-07-10,232.175995,232.541000,220.606995,220.606995,220.606995,174620992
2018-07-11,220.796997,224.908005,214.834000,218.404999,218.404999,237408000
2018-07-12,218.169006,218.169006,208.233002,212.130997,212.130997,239220992
2018-07-13,212.050995,241.425995,212.050995,219.561005,219.561005,240115008
2018-07-14,218.882004,226.110992,216.414993,224.656998,224.656998,122131000
2018-07-15,224.572006,234.557007,221.440994,231.636002,231.636002,144706000
2018-07-16,232.132996,249.639999,229.003998,246.580002,246.580002,159618000
2018-07-17,246.729004,263.936005,244.649994,259.963013,259.963013,216190000
2018-07-18,259.989990,270.261993,259.268005,265.532990,265.532990,251270000
2018-07-19,265.257996,270.734009,255.703003,260.131989,260.131989,213808992
2018-07-20,260.428986,281.997986,247.789001,248.453995,248.453995,172104992
2018-07-21,248.395996,255.826996,240.996994,254.917007,254.917007,137596000
2018-07-22,255.069000,259.990997,247.673996,250.582001,250.582001,163632992
2018-07-23,250.358002,258.483002,240.843002,241.468994,241.468994,176091008
2018-07-24,241.820999,254.378998,238.776001,254.184006,254.184006,107106000
2018-07-25,251.065002,254.406998,240.667007,246.936005,246.936005,131916000
2018-07-26,244.352997,249.735992,241.485992,241.899994,241.899994,130621000
2018-07-27,242.003006,253.574005,235.384995,243.927994,243.927994,111515000
2018-07-28,244.061996,244.884003,239.078003,241.031998,241.031998,94602704
2018-07-29,241.279999,243.007996,237.360992,240.423996,240.423996,64928800
2018-07-30,240.210007,240.210007,231.330994,235.156998,235.156998,371534000
2018-07-31,235.738007,235.796005,213.679001,218.371002,218.371002,100782000
