Date,Open,High,Low,Close,Adj Close,Volume
2018-05-16,18.195101,18.283800,17.005600,17.761999,17.761999,204932000
2018-05-17,17.762100,18.332600,16.833099,17.038601,17.038601,166820000
2018-05-18,16.930599,18.119101,16.656099,17.996700,17.996700,178787008
2018-05-19,17.998501,18.107599,17.568899,17.701300,17.701300,148970000
2018-05-20,17.700701,18.338699,17.521099,18.156601,18.156601,144931008
2018-05-21,18.187799,18.225901,17.551901,17.679501,17.679501,125063000
2018-05-22,17.675699,17.700199,16.455999,16.469101,16.469101,133700000
2018-05-23,16.497700,16.634199,14.646400,14.954500,14.954500,172594000
2018-05-24,14.909500,15.730700,14.586500,15.708800,15.708800,184862000
2018-05-25,15.729300,15.729300,14.881600,15.188300,15.188300,141072000
2018-05-26,15.201300,15.795700,15.027100,15.254800,15.254800,141440992
2018-05-27,15.268100,15.351900,14.989100,15.207600,15.207600,132207000
2018-05-28,15.196500,15.530400,14.310400,14.402100,14.402100,147459008
2018-05-29,14.509500,15.485700,14.330600,15.223500,15.223500,157135008
2018-05-30,15.307400,15.503300,14.803600,15.201700,15.201700,129317000
2018-05-31,15.227400,15.578600,15.036500,15.305800,15.305800,122136000
2018-06-01,15.338300,15.529700,15.144200,15.517400,15.517400,137170000
2018-06-02,15.501100,16.065701,15.367600,15.820700,15.820700,143692000
2018-06-03,15.807800,16.399500,15.807800,16.249599,16.249599,144260992
2018-06-04,16.250900,16.351801,15.138700,15.229800,15.229800,140176992
2018-06-05,15.230800,15.592700,14.872000,15.532200,15.532200,124282000
2018-06-06,15.554100,15.645400,14.952500,15.247900,15.247900,110481000
2018-06-07,15.280600,15.558300,15.127800,15.249100,15.249100,109763000
2018-06-08,15.252900,15.629700,15.145800,15.408300,15.408300,131086000
2018-06-09,15.431700,15.634700,15.128700,15.157400,15.157400,106269000
2018-06-10,15.143400,15.143400,12.264000,12.636800,12.636800,173647008
2018-06-11,12.626800,13.058300,12.342500,12.917800,12.917800,128249000
2018-06-12,12.926200,16.222700,12.839800,14.850100,14.850100,686019008
2018-06-13,14.874700,14.973900,13.200100,13.880500,13.880500,325870016
2018-06-14,13.917700,14.242400,13.291600,14.060300,14.060300,280585984
2018-06-15,14.083200,14.083200,13.657000,13.901500,13.901500,194460992
2018-06-16,13.878900,14.773400,13.856300,14.511500,14.511500,232232000
2018-06-17,14.469700,14.656000,14.216700,14.334000,14.334000,164312000
2018-06-18,14.302000,15.428900,14.068000,15.090200,15.090200,235592992
2018-06-19,15.112000,15.779900,15.046800,15.564400,15.564400,263659008
2018-06-20,15.587700,17.273701,14.866800,17.273701,17.273701,356187008
2018-06-21,17.165100,17.824699,16.642200,17.580999,17.580999,399804000
2018-06-22,17.552000,17.598499,14.410000,14.623300,14.623300,455676992
2018-06-23,14.656400,15.151500,14.291900,14.810800,14.810800,214750000
2018-06-24,14.815300,15.108600,13.363800,14.883600,14.883600,270734016
2018-06-25,14.879600,15.973100,14.692500,15.839000,15.839000,232960000
2018-06-26,15.802000,15.923900,14.872900,14.878700,14.878700,211464992
2018-06-27,14.839400,15.514100,14.308100,15.383900,15.383900,232582000
2018-06-28,15.398400,15.564400,14.440400,14.541300,14.541300,189564992
2018-06-29,14.594000,15.465400,14.247200,15.268000,15.268000,226952000
2018-06-30,15.316900,16.546700,15.316900,16.098301,16.098301,253512000
2018-07-01,16.118500,16.252600,15.536900,15.967900,15.967900,244395008
2018-07-02,15.994300,16.963699,15.621600,16.639999,16.639999,290288000
2018-07-03,16.585699,16.992701,16.111500,16.184200,16.184200,269278016
2018-07-04,16.175100,17.453699,15.801400,16.768600,16.768600,275641984
2018-07-05,16.830999,17.399200,16.751600,17.340500,17.340500,270719008
2018-07-06,17.441500,18.469900,16.969801,18.469900,18.469900,448598016
2018-07-07,18.395300,19.060600,17.603901,19.039101,19.039101,304575008
2018-07-08,18.964701,19.120600,18.245800,18.287800,18.287800,249696992
2018-07-09,18.340700,18.699499,18.211300,18.295200,18.295200,298020000
2018-07-10,18.214899,18.287901,16.084801,16.131701,16.131701,394620992
2018-07-11,16.146601,16.727600,15.839300,16.459900,16.459900,249134000
2018-07-12,16.459801,16.459801,15.801700,16.328501,16.328501,212922000
