Date,Open,High,Low,Close,Adj Close,Volume
2018-05-16,63.058601,63.366901,59.882401,61.848999,61.848999,99496200
2018-05-17,61.937099,63.221699,57.182400,57.822399,57.822399,96606600
2018-05-18,57.720798,60.281502,56.993500,59.678501,59.678501,94202000
2018-05-19,59.661400,60.636200,58.146702,59.167801,59.167801,79662304
2018-05-20,59.230701,63.774502,58.754601,63.507801,63.507801,89350200
2018-05-21,63.593899,65.846199,60.953400,62.460300,62.460300,121919000
2018-05-22,62.408298,62.501598,57.096401,57.382599,57.382599,95219600
2018-05-23,57.450901,57.801102,51.813599,52.468201,52.468201,109642000
2018-05-24,52.358398,55.121300,50.677200,54.756401,54.756401,107696000
2018-05-25,55.100601,56.264198,52.005199,53.032799,53.032799,93827504
2018-05-26,52.738499,54.319302,51.546600,52.262798,52.262798,84223296
2018-05-27,52.320301,53.027802,51.199699,52.933498,52.933498,76785504
2018-05-28,52.864601,53.058399,47.956600,48.261501,48.261501,92695200
2018-05-29,48.116299,53.434700,47.959099,52.105900,52.105900,106526000
2018-05-30,52.356201,53.306099,50.531502,51.541302,51.541302,82723104
2018-05-31,51.438599,54.082199,50.918701,52.928200,52.928200,85826000
2018-06-01,53.196701,56.089500,52.951900,55.446499,55.446499,102577000
2018-06-02,55.629002,57.191299,54.980400,56.764198,56.764198,97926200
2018-06-03,56.648399,57.799099,55.851398,56.415699,56.415699,90826096
2018-06-04,56.309299,57.102501,52.611301,53.435600,53.435600,91888400
2018-06-05,53.502399,54.953098,52.086800,54.453400,54.453400,92081000
2018-06-06,54.509399,54.607101,52.748901,53.922100,53.922100,81572600
2018-06-07,54.007099,54.989799,53.184502,53.817699,53.817699,78293600
2018-06-08,53.547798,53.924400,51.992001,52.589500,52.589500,77989800
2018-06-09,52.555199,53.447601,51.088600,51.088600,51.088600,72333200
2018-06-10,51.134201,51.134201,44.601002,45.708698,45.708698,99954096
2018-06-11,45.561699,45.917000,43.264999,45.604401,45.604401,85727200
2018-06-12,45.486301,46.442799,41.111000,41.490200,41.490200,83302000
2018-06-13,41.502899,41.806900,37.253201,38.153900,38.153900,98023200
2018-06-14,38.306400,41.606602,38.055401,40.853199,40.853199,105352000
2018-06-15,40.849201,40.942101,38.196602,38.258400,38.258400,68554496
2018-06-16,38.243000,39.001202,36.993500,38.201599,38.201599,67913800
2018-06-17,38.567699,39.568100,38.000198,38.759800,38.759800,64709800
2018-06-18,38.735401,40.397598,37.431900,39.703499,39.703499,88125504
2018-06-19,39.632198,41.012100,39.180698,39.937500,39.937500,75684096
2018-06-20,39.927399,40.001598,37.953499,38.932800,38.932800,71498704
2018-06-21,38.984402,39.688801,37.445801,37.842899,37.842899,70598704
2018-06-22,37.817799,37.850899,32.405201,33.264801,33.264801,84102496
2018-06-23,33.085800,34.776100,33.063499,34.273998,34.273998,53422000
2018-06-24,34.243301,34.314400,29.316000,31.268600,31.268600,90829600
